col0,col1,col2,col3,col4,col5,col6
Peravia Province,1944-01-01,province of the Dominican Republic,Dominican Republic,184,Baní,Dominican Republic
La Altagracia Province,1961-01-01,province of the Dominican Republic,Dominican Republic,65,Salvaleón de Higüey,Dominican Republic
Monseñor Nouel Province,1982-01-01,province of the Dominican Republic,Dominican Republic,194,Bonao,Dominican Republic
Duarte Province,1844-01-01,province of the Dominican Republic,Dominican Republic,119,San Francisco de Macorís,Dominican Republic
Samaná Province,1844-01-01,province of the Dominican Republic,Dominican Republic,229,Samaná,Dominican Republic
Barahona Province,1844-01-01,province of the Dominican Republic,Dominican Republic,10,Barahona,Dominican Republic
Hato Mayor Province,1990-01-01,province of the Dominican Republic,Dominican Republic,222,Hato Mayor del Rey,Dominican Republic
Baoruco Province,1943-01-01,province of the Dominican Republic,Dominican Republic,31,Neiba,Dominican Republic
Azua Province,1844-01-01,province of the Dominican Republic,Dominican Republic,474,Azua,Dominican Republic
Puerto Plata Province,1844-01-01,province of the Dominican Republic,Dominican Republic,253,Puerto Plata,Dominican Republic
