col0,col1,col2,col3,col4,col5,col6
RB 47,Halle–Vienenburg railway,Germany,no,Mitteldeutscher Verkehrsverbund,Halle (Saale),Bernburg Hauptbahnhof
RB 113,Leipzig–Geithain railway line,Germany,no,Mitteldeutscher Verkehrsverbund,Leipzig,Geithain station
RB 25,Wriezen Railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Berlin,Werneuchen station
RB 65,Zittau–Hagenwerder railway line,Germany,no,Verkehrsverbund Berlin-Brandenburg,Cottbus,Zittau railway station
RB 11,Stuttgart-Untertürkheim–Kornwestheim railway,Germany,yes,Verkehrs- und Tarifverbund Stuttgart,Stuttgart,Stuttgart-Untertürkheim station
RB 41,Berlin–Görlitz railway,Germany,no,Verkehrsverbund Berlin-Brandenburg,Cottbus,Lübben (Spreewald) station
RB 13,Fils Valley Railway,Germany,yes,KreisVerkehr Schwäbisch Hall,Stuttgart,Crailsheim station
RB 113,Leipzig–Geithain railway line,Germany,no,Mitteldeutscher Verkehrsverbund,Geithain,Leipzig Hauptbahnhof
RB 20,Leipzig–Großkorbetha railway,Germany,no,Mitteldeutscher Verkehrsverbund,Leipzig,Leipzig Hauptbahnhof
RB 113,Leipzig–Geithain railway line,Germany,no,Mitteldeutscher Verkehrsverbund,Leipzig,Leipzig Hauptbahnhof
