col0,col1,col2,col3
L'Innovation Department Store fire,251,Belgium,L'Innovation Department Store
Iroquois Theatre fire,605,United States of America,Colonial Theatre
Richmond Theatre fire,72,United States of America,Richmond Theatre
Cinema Statuto fire,64,Italy,Cinema Statuto
Childers Palace Backpackers Hostel fire,15,Australia,"Palace Hotel, Childers"
Dalsenget fire,3,Norway,Dalsenget
Triangle Shirtwaist Factory fire,146,United States of America,Brown Building
Kiss nightclub fire,237,Brazil,"Centro, Santa Maria"
Viareggio train derailment,32,Italy,Viareggio railway station
Lame Horse fire,156,Russia,Leninsky City District
