col0,col1,col2,col3
Estero La Cadena,Rapel Basin,O'Higgins Region,Andes
Chalinga River,Choapa Basin,Coquimbo Region,Andes
Rio La Laguna,Elqui Basin,Coquimbo Region,Andes
Rio Malo,Elqui Basin,Coquimbo Region,Andes
Manflas River,Copiapo Basin,Atacama Region,Andes
Collacagua River,Salar del Huasco,Tarapacá Region,Andes
Río Chusjavida,Titicaca basin,Arica y Parinacota Region,Andes
Nossana,Po basin,Province of Bergamo,Cima del Fop
Ådranbäcken,Tyresån Lake System,Huddinge Municipality,Ådran
Vendelsån,Tyresån Lake System,Haninge Municipality,Lycksjön
Lissmaån,Tyresån Lake System,Huddinge Municipality,Lissmasjön
Montreal River,Lake Superior basin,Ontario,Montreal Lake
Peñalcazar river,Ebro Basin,Soria,Peñalcázar
Claro de Rengo River,Rapel Basin,O'Higgins Region,Laguna de Los Cristales
Arroyo de Trofa,Tagus Basin,Community of Madrid,Sierra de Hoyo de Manzanares
