col0,col1,col2,col3
Walvis Bay,city,Ramsar site,1124000000
Koutammakou,human settlement,UNESCO World Heritage Site,50000
Avdat,human settlement,part of World Heritage Site,62592
Achankovil,village in India,part of World Heritage Site,21990
Al-Hasa,cultural landscape,UNESCO World Heritage Site,21556
Achankovil,human settlement,part of World Heritage Site,21990
Al-Hasa,human settlement,UNESCO World Heritage Site,21556
"Konni, India",village in India,part of World Heritage Site,26143
Amana Colonies,intentional community,National Historic Landmark,26000
"Konni, India",human settlement,part of World Heritage Site,26143
Amana Colonies,human settlement,National Historic Landmark,26000
Kulathupuzha,human settlement,part of World Heritage Site,20000
Palode,human settlement,part of World Heritage Site,16500
