col0,col1,col2,col3
Rutherford County,Griffith Rutherford,Cannon County,county of Tennessee
Montgomery County,John Montgomery,Christian County,county of Tennessee
Lewis County,Meriwether Lewis,Wayne County,county of Tennessee
Macon County,Nathaniel Macon,Allen County,county of Tennessee
Haywood County,John Haywood,Tipton County,county of Tennessee
Scott County,Winfield Scott,Morgan County,county of Tennessee
Polk County,James K. Polk,Cherokee County,county of Tennessee
McNairy County,John McNairy,Alcorn County,county of Tennessee
Perry County,Oliver Hazard Perry,Decatur County,county of Tennessee
Obion County,Obion River,Fulton County,county of Tennessee
Marion County,Francis Marion,Hamilton County,county of Tennessee
