col0,col1,col2,col3,col4,col5
Helsinki Cathedral,Neoclassical architecture,Helsinki,Lutheran cathedral,Evangelical Lutheran Church of Finland,Category:Interior of Helsinki Lutheran Cathedral
Karlstad Cathedral,baroque architecture,Karlstad Municipality,Lutheran cathedral,Church of Sweden,Category:Interior of Karlstad Cathedral
Bremen Cathedral,Romanesque architecture,Mitte,Lutheran cathedral,Lutheranism,Category:Interior of Bremen Cathedral
Schwerin Cathedral,Brick Gothic,Schwerin,Lutheran cathedral,Lutheranism,Category:Interior of Schwerin Cathedral
Budolfi Church,Gothic architecture,Aalborg Municipality,Lutheran cathedral,Lutheranism,Category:Interior of Budolfi Kirke
Schleswig Cathedral,Brick Gothic,Schleswig,Lutheran cathedral,Lutheranism,Category:Interior of Schleswig Cathedral
St. Canute's Cathedral,Gothic architecture,Odense Municipality,Lutheran cathedral,Church of Denmark,Category:Interior of Sankt Knuds Kirke (Odense Kommune)
Meissen Cathedral,Gothic architecture,Meissen,Lutheran cathedral,Lutheranism,Category:Interior of Meissen Cathedral
Brunswick Cathedral,Romanesque architecture,Brunswick,Lutheran cathedral,Lutheranism,Category:Interior of Brunswick Cathedral
Nidaros Cathedral,Romanesque architecture,Trondheim,Lutheran cathedral,Lutheranism,Category:Interior of Nidaros Cathedral
Oulu Cathedral,Neoclassical architecture,Oulu,Lutheran cathedral,Evangelical Lutheran Church of Finland,Category:Interior of Oulu Cathedral
Stavanger Cathedral,Romanesque architecture,Stavanger,Lutheran cathedral,Church of Norway,Category:Interior of Stavanger domkirke
