col0,col1,col2,col3,col4,col5,col6,col7
2013 World Figure Skating Championships - ice dancing free dance,ice dance,2013-03-16,senior,ISU Judging System,20,Canada,2013 World Figure Skating Championships - ice dancing
2014 World Figure Skating Championships - ice dancing free dance,ice dance,2014-03-29,senior,ISU Judging System,20,Japan,2014 World Figure Skating Championships - ice dancing
2015 World Figure Skating Championships - ice dancing free dance,ice dance,2015-03-27,senior,ISU Judging System,20,People's Republic of China,2015 World Figure Skating Championships - ice dancing
2016 World Figure Skating Championships - ice dancing free dance,ice dance,2016-03-31,senior,ISU Judging System,20,United States of America,2016 World Figure Skating Championships - ice dancing
2017 World Figure Skating Championships - ice dancing free dance,ice dance,2017-05-01,senior,ISU Judging System,20,Finland,2017 World Figure Skating Championships - ice dancing
2018 World Figure Skating Championships - ice dancing free dance,ice dance,2018-03-24,senior,ISU Judging System,20,Italy,2018 World Figure Skating Championships - ice dancing
2018-2019 Spanish Figure Skating Championships - senior ice dancing free dance,ice dance,2018-12-16,senior,figure skating rules starting from the 2018-2019 season,2,Spain,2018-2019 Spanish Figure Skating Championships - senior ice dancing
2018 Pavel Roman Memorial - senior ice dancing free dance,ice dance,2018-11-11,senior,figure skating rules starting from the 2018-2019 season,1,Czech Republic,2018 Pavel Roman Memorial - senior ice dancing
2019 Open Ice Mall Cup - senior ice dancing free dance,ice dance,2019-02-23,senior,figure skating rules starting from the 2018-2019 season,9,Israel,2019 Open Ice Mall Cup - senior ice dancing
2019 Russian Cup Final - senior ice dancing free dance,ice dance,2019-02-19,senior,figure skating rules starting from the 2018-2019 season,8,Russia,2019 Russian Cup Final - senior ice dancing
2019 Egna Dance Trophy - senior ice dancing free dance,ice dance,2019-02-03,senior,figure skating rules starting from the 2018-2019 season,8,Italy,2019 Egna Dance Trophy - senior ice dancing
2019 Bavarian Open - senior ice dancing free dance,ice dance,2019-02-10,senior,figure skating rules starting from the 2018-2019 season,11,Germany,2019 Bavarian Open - senior ice dancing
2019 Four Continents Figure Skating Championships - ice dancing free dance,ice dance,2019-02-10,senior,figure skating rules starting from the 2018-2019 season,12,United States of America,2019 Four Continents Figure Skating Championships - ice dancing
