col0,col1,col2,col3,col4
Santuario della Madonna dei Miracoli,1962-01-01,Modern Movement,Italy,Casalbordino
Santuario Madonna del Frassino,1515-06-28,Renaissance architecture,Italy,Peschiera del Garda
"Sanctuary of the Blessed Virgin of the Sorrows, Rho",1584-01-01,baroque architecture,Italy,Rho
Crocifisso Sanctuary,1913-01-01,Gothic Revival architecture,Italy,Desio
Santuario della Madonna del Ponte,1716-01-01,Baroque,Italy,Narni
Madonna del Pozzo,1621-01-01,Renaissance architecture,Italy,Empoli
Santuario del Carmelo,1949-01-01,First Romanesque,Italy,Monza
Santuario della Madre dei Bimbi,1990-01-01,Romanesque architecture,Italy,Cigoli
Madonna delle Nevi,1649-01-01,Renaissance architecture,Italy,Montisi
Madonna della Carità,1588-01-01,Renaissance architecture,Italy,Seggiano
Santuario della Madonna di Monserrato,1606-01-01,baroque architecture,Italy,Porto Azzurro
Santissima Annunziata,1320-01-01,Gothic architecture,Italy,Gaeta
Santuario della Madonna dell'Arco,1593-01-01,baroque architecture,Italy,Sant'Anastasia
Santuario della Madonna delle Grazie,1866-01-01,Romanesque Revival architecture,Italy,Monteodorisio
