col0,col1,col2,col3
Bannerton Solar Park,Australia,2018-01-01,Victoria
Gannawarra Solar Farm,Australia,2018-04-01,Victoria
Dau Tieng Solar Power Project,Vietnam,2019-01-01,Tây Ninh
Bungala Solar Power Project,Australia,2018-09-01,South Australia
Three Cedars Solar Project,United States of America,2016-01-01,Iron County
Kurnool Ultra Mega Solar Park,India,2017-03-29,Kurnool District
Nyngan Solar Plant,Australia,2015-07-01,New South Wales
Solar Star,United States of America,2015-06-19,California
Hambantota Solar Power Station,Sri Lanka,2012-08-01,Hambantota District
Fuente Álamo Solar Power Plant,Spain,2008-01-01,Fuente-Álamo
Finsterwalde Solar Park,Germany,2010-01-01,Finsterwalde
DeSoto Next Generation Solar Energy Center,United States of America,2009-10-27,Arcadia
