col0,col1,col2,col3,col4,col5
"two stone blocks, Büttenberg, Schlossbahn",80,stone,130,stone monument,Biel/Bienne
"Zwölfistein, mythical stone, erratic block, Höheweg 82a Biel/Bienne",4,granite,860,stone monument,Biel/Bienne
"sign stone, Felsenburg Bözingen",250,stone,45,stone monument,Biel/Bienne
"Boulder, Büttenberg, Crossing Bartolomäusweg/ Jungholzweg",120,granite,2,stone monument,Biel/Bienne
"Stein, Pfadigrüebli",170,stone,335,stone monument,Biel/Bienne
"Boulder, Chräjeberg, wayside outside of the forest",220,slate,310,stone monument,Biel/Bienne
"Block, Chräjeberg",50,slate,2,stone monument,Biel/Bienne
"Boulder, Bärletwald",90,gneiss,290,stone monument,Biel/Bienne
"Boulder, Chräjeberg, northern edge of the woods",120,granite,310,stone monument,Biel/Bienne
"Boulder, Mahlewagwald II",180,gneiss,240,stone monument,Biel/Bienne
"Boulder, Mahlewagwald I",140,gneiss,2,stone monument,Biel/Bienne
"Conglomerate Plate, lost/ until 1952 located at: Museum Schwab Biel/Bienne",48,conglomerate,75,stone monument,Biel/Bienne
"Boulder, Luterhölzli/ located at: Museum Schwab Biel",170,gneiss,270,stone monument,Biel/Bienne
