col0,col1,col2,col3,col4,col5
1985 British Grand Prix,Alain Prost,1985-07-21,1985 Formula One season,XXXVIII Marlboro British Grand Prix,65
1984 British Grand Prix,Niki Lauda,1984-07-22,1984 Formula One season,XXXVII John Player British Grand Prix,71
1983 British Grand Prix,Alain Prost,1983-07-16,1983 Formula One season,XXXVI Marlboro British Grand Prix,67
1982 British Grand Prix,Niki Lauda,1982-07-18,1982 Formula One season,XXXV Marlboro British Grand Prix,76
1981 British Grand Prix,John Watson,1981-07-18,1981 Formula One season,XXXIV Marlboro British Grand Prix,68
1980 British Grand Prix,Alan Jones,1980-07-13,1980 Formula One season,XXXIII Marlboro British Grand Prix,76
1979 British Grand Prix,Clay Regazzoni,1979-07-14,1979 Formula One season,XXXII Marlboro British Grand Prix,68
1978 British Grand Prix,Carlos Reutemann,1978-07-16,1978 Formula One season,XXXI John Player British Grand Prix,76
1977 British Grand Prix,James Hunt,1977-07-16,1977 Formula One season,XXX John Player British Grand Prix,68
1976 British Grand Prix,Niki Lauda,1976-07-18,1976 Formula One season,John Player Grand Prix,76
1975 British Grand Prix,Emerson Fittipaldi,1975-07-19,1975 Formula One season,John Player Grand Prix,56
2013 British Grand Prix,Nico Rosberg,2013-06-30,2013 Formula One season,2013 Formula 1 Santander British Grand Prix,52
1974 British Grand Prix,Jody Scheckter,1974-07-20,1974 Formula One season,John Player Grand Prix,75
