col0,col1,col2,col3,col4
2019 Australian Badminton Championships,2019 Australian Badminton Championships – Men's doubles,2018 Australian Badminton Championships,Hobart,Australia
2015 Australian Badminton Championships,2015 Australian Badminton Championships – Men's doubles,2014 Australian Badminton Championships,Hobart,Australia
1969 Australian Badminton Championships,1969 Australian Badminton Championships – Men's doubles,1968 Australian Badminton Championships,Hobart,Australia
1936 Australian Badminton Championships,1936 Australian Badminton Championships – Men's doubles,1935 Australian Badminton Championships,Hobart,Australia
1963 Australian Badminton Championships,1963 Australian Badminton Championships – Men's doubles,1962 Australian Badminton Championships,Brisbane,Australia
1951 Australian Badminton Championships,1951 Australian Badminton Championships – Men's doubles,1950 Australian Badminton Championships,Adelaide,Australia
1947 Australian Badminton Championships,1947 Australian Badminton Championships – Men's doubles,1939 Australian Badminton Championships,Adelaide,Australia
1960 Australian Badminton Championships,1960 Australian Badminton Championships – Men's doubles,1959 Australian Badminton Championships,Melbourne,Australia
1955 Australian Badminton Championships,1955 Australian Badminton Championships – Men's doubles,1954 Australian Badminton Championships,Melbourne,Australia
1966 Australian Badminton Championships,1966 Australian Badminton Championships – Men's doubles,1965 Australian Badminton Championships,Melbourne,Australia
1938 Australian Badminton Championships,1938 Australian Badminton Championships – Men's doubles,1937 Australian Badminton Championships,Melbourne,Australia
