col0,col1,col2,col3
Igelbäcken,Edsviken,small river,Sweden
Idbyån,Idbyfjärden,small river,Sweden
Hörnån,Bothnian Bay,small river,Sweden
Husån,Husumbukten coastal water body,small river,Sweden
Varde River,North Sea,small river,Denmark
Hamrångeån,Fårholmen coastal water body,small river,Sweden
Hagbyån,Kalmar Strait,small river,Sweden
Gådeån,Södra Sundet,small river,Sweden
Gimån,Ljungan,small river,Sweden
Füsinger Au,Schlei,small river,Germany
Fylleån,Laholmsbukten,small river,Sweden
Forsmarksån,Kallrigafjärden,small river,Sweden
Dalkarlsån,Bygdefjärden,small river,Sweden
