col0,col1,col2,col3,col4
2018 Volta a Portugal,Edgar Pinto,Xuban Errazkin,Portugal,Edgar Pinto
2016 Volta a Portugal,César Fonte,Galym Akhmetov,Portugal,Davide Viganò
2018 Volta a Portugal,Raúl Alarcón,Xuban Errazkin,Portugal,Enrique Sanz
Volta a Portugal de 2019,Ricardo Mestre,Bram Welten,Portugal,Joni Brandão
2018 Volta a Portugal,Vicente García de Mateos,Xuban Errazkin,Portugal,Vicente García de Mateos
Volta a Portugal de 2019,Ricardo Mestre,Bram Welten,Portugal,Gustavo César
2017 Volta a Portugal,Rui Sousa,Krists Neilands,Portugal,Raúl Alarcón
2018 Volta a Portugal,Raúl Alarcón,Xuban Errazkin,Portugal,João Benta
Volta a Portugal de 2019,Ricardo Mestre,Bram Welten,Portugal,Héctor Sáez
2018 Volta a Portugal,Raúl Alarcón,Xuban Errazkin,Portugal,Edgar Pinto
Volta a Portugal de 2019,Peio Goikoetxea Goiogana,Bram Welten,Portugal,Joni Brandão
2018 Volta a Portugal,Raúl Alarcón,Xuban Errazkin,Portugal,João Rodrigues
Volta a Portugal de 2019,Hugo Sancho,Bram Welten,Portugal,August Jensen
2017 Volta a Portugal,Rinaldo Nocentini,Krists Neilands,Portugal,Rinaldo Nocentini
2018 Volta a Portugal,Raúl Alarcón,Cristián Rodríguez,Portugal,Joni Brandão
