col0,col1,col2,col3,col4,col5
Emerald,23,2000-01-01,10532,151.99,8.66
Mexican Bay,21.8,1994-01-01,10203,144.52,9.18
Luzon Strait,26,2002-01-01,14413,167,9.31
Pacific Reefer,22.6,1999-01-01,10991,144.97,9.72
Ice Grace,23.63,1988-01-01,12348,144.6,10
Baltic Klipper,25,2010-01-01,14091,141,10.2
Coral Mermaid,22.8,1992-01-01,9829,141.8,8.81
Falcon Bay,22.5,1993-01-01,10374,150.01,9.07
With Frohavet,16,2007-01-01,3538,81.8,6.02
Elvira,23,2000-01-01,10532,151.99,8.66
Swedish Reefer,24.48,1992-01-01,13930,158,10
Italia Reefer,24.43,1992-01-01,13049,158.13,10.01
Schweiz Reefer,24.4,1992-01-01,13049,158,9
