col0,col1,col2,col3,col4,col5
2018 Vuelta a Andalucía,Wout Poels,Barbate,"2018 Vuelta a Andalucía, Stage 2",Sep Vanmarcke,135
2018 Tour of the Alps,Domenico Pozzovivo,Innsbruck,2018 Tour of the Alps stage 4,Giovanni Visconti,90
2015 Tour of Britain,Cannondale-Garmin 2015,London,"2015 Tour of Britain, stage 1",Dylan van Baarle,98
2018 Vuelta a Andalucía,Wout Poels,Barbate,"2018 Vuelta a Andalucía, Stage 2",Aaron Verwilst,135
2018 Tour of the Alps,Pascal Eenkhoorn,Innsbruck,2018 Tour of the Alps stage 1,Pascal Eenkhoorn,140
2018 Vuelta a Andalucía,Wout Poels,Barbate,"2018 Vuelta a Andalucía, Stage 3",Sep Vanmarcke,135
2018 Tour of Britain,Wout Poels,London,"2018 Tour of Britain, stage 1",Matthew Bostock,120
2018 Tour of the Alps,Astana 2018,Innsbruck,2018 Tour of the Alps stage 4,Jacopo Mosca,140
2018 Tour of Britain,Wout Poels,London,"2018 Tour of Britain, stage 1",Pascal Eenkhoorn,120
2018 Tour of the Alps,Astana 2018,Innsbruck,2018 Tour of the Alps stage 4,Pascal Eenkhoorn,140
2018 Tour of Britain,Wout Poels,London,"2018 Tour of Britain, stage 1",Thomas Moses,120
2018 Tour of the Alps,Astana 2018,Innsbruck,2018 Tour of the Alps stage 5,Giovanni Visconti,90
2018 Tour of Britain,Julian Alaphilippe,London,"2018 Tour of Britain, stage 1",Vasil Kiryienka,120
2018 Vuelta a Andalucía,Wout Poels,Barbate,"2018 Vuelta a Andalucía, Stage 3",Aaron Verwilst,135
2019 Tour de Wallonie,Tosh Van der Sande,Thuin,"2019 Tour de Wallonie, stage 1",Amaury Capiot,117
