col0,col1,col2,col3
Planck,ELA-3,European Space Agency,cosmic microwave background experiment
Cosmic Background Explorer,Vandenberg AFB Space Launch Complex 2,Goddard Space Flight Center,cosmic microwave background experiment
Solar Dynamics Observatory,Cape Canaveral Air Force Station Space Launch Complex 41,Goddard Space Flight Center,solar observatory
Reuven Ramaty High Energy Solar Spectroscopic Imager,Stargazer,National Aeronautics and Space Administration,solar observatory
Wide-field Infrared Survey Explorer,Vandenberg AFB Space Launch Complex 2,Jet Propulsion Laboratory,infrared telescope
Microvariability and Oscillations of Stars,Plesetsk Cosmodrome Site 133,Canadian Space Agency,Maksutov telescope
Spektr-RG,Baikonur Cosmodrome Site 81/24,German Aerospace Center,X-ray telescope
Microvariability and Oscillations of Stars,Plesetsk Cosmodrome Site 133,Canadian Space Agency,catadioptric system
Spektr-R,Baikonur Cosmodrome Site 45,Astro Space Center,radio telescope
TUGSAT-1,Satish Dhawan Space Centre First Launch Pad,Graz University of Technology,space observatory
Hisaki,Uchinoura Space Center,Japan Aerospace Exploration Agency,space observatory
Spektr-RG,Baikonur Cosmodrome Site 81/24,German Aerospace Center,space observatory
HALCA,Uchinoura Space Center,Institute of Space and Astronautical Science,space observatory
