col0,col1,col2,col3,col4,col5,col6
City of Brimbank,Brimbank City Council,Australia,Sunshine,Keilor North,1994-12-15,Melbourne
City of Stonnington,Stonnington City Council,Australia,Malvern,Windsor,1994-01-01,Melbourne
City of Brimbank,Brimbank City Council,Australia,Sunshine,Sunshine North,1994-12-15,Melbourne
City of Stonnington,Stonnington City Council,Australia,Malvern,Malvern East,1994-01-01,Melbourne
City of Brimbank,Brimbank City Council,Australia,Sunshine,Brooklyn,1994-12-15,Melbourne
City of Stonnington,Stonnington City Council,Australia,Malvern,Armadale,1994-01-01,Melbourne
City of Brimbank,Brimbank City Council,Australia,Sunshine,Albion,1994-12-15,Melbourne
City of Stonnington,Stonnington City Council,Australia,Malvern,Prahran,1994-01-01,Melbourne
City of Brimbank,Brimbank City Council,Australia,Sunshine,Derrimut,1994-12-15,Melbourne
City of Yarra,Yarra City Council,Australia,Richmond,Collingwood,1994-01-01,Melbourne
