col0,col1,col2,col3
Rila Monastery,11,part of World Heritage Site,Bulgaria
Srebarna Nature Reserve,638,Ramsar site,Bulgaria
Boyana Church,0.68,monument,Bulgaria
Pirin National Park,274,UNESCO World Heritage Site,Bulgaria
Thracian Tomb of Sveshtari,647.6,UNESCO World Heritage Site,Bulgaria
Rock-hewn Churches of Ivanovo,171.9,UNESCO World Heritage Site,Bulgaria
Madara Rider,1.2,UNESCO World Heritage Site,Bulgaria
Thracian Tomb of Kazanlak,0.0155,UNESCO World Heritage Site,Bulgaria
Boyana Church,0.68,UNESCO World Heritage Site,Bulgaria
Srebarna Nature Reserve,638,UNESCO World Heritage Site,Bulgaria
historical town of Banska Stiavnica and the technical monuments in its vicinity,20632,UNESCO World Heritage Site,Slovakia
Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea,7248.78,UNESCO World Heritage Site,Brazil
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,42668.16,UNESCO World Heritage Site,People's Republic of China
