col0,col1,col2,col3,col4,col5,col6
Wasserburg am Bodensee,UTC+01:00,3790,Lindau,Climate Alliance,municipality of Germany,6.33
Willingen,UTC+01:00,6073,Waldeck-Frankenberg,Hessischer Städte- und Gemeindebund,municipality of Germany,80.19
Melsungen,UTC+01:00,13659,Schwalm-Eder-Kreis,Hessischer Städte- und Gemeindebund,town,63.09
Sontra,UTC+01:00,7839,Werra-Meißner-Kreis,Hessischer Städte- und Gemeindebund,town,111.29
Gernsbach,UTC+01:00,14146,Rastatt,Climate Alliance,town,82.09
Bad Teinach-Zavelstein,UTC+01:00,3089,Calw District,Kommunale Informationsverarbeitung Baden-Franken,urban municipality of Germany,25.1
Ratzeburg,UTC+01:00,14652,Herzogtum Lauenburg,Städteverband Schleswig-Holstein,urban municipality of Germany,30.29
Heimbach,UTC+01:00,4319,Düren,Städte- und Gemeindebund Nordrhein-Westfalen,urban municipality of Germany,64.8
Bad Urach,UTC+01:00,12361,Reutlingen,Kommunale Informationsverarbeitung Reutlingen-Ulm (KIRU),urban municipality of Germany,55.45
Schotten,UTC+01:00,10059,Vogelsbergkreis,Hessischer Städte- und Gemeindebund,urban municipality of Germany,133.56
Bad Urach,UTC+01:00,12361,Reutlingen,Kommunale Informationsverarbeitung Reutlingen-Ulm (KIRU),location with spa,55.45
Bad Teinach-Zavelstein,UTC+01:00,3089,Calw District,Kommunale Informationsverarbeitung Baden-Franken,Luftkurort,25.1
Ratzeburg,UTC+01:00,14652,Herzogtum Lauenburg,Städteverband Schleswig-Holstein,Luftkurort,30.29
