col0,col1,col2,col3
granary in Sjökulla Manor,granary,Sjökulla Manor,Lapinjärvi
granary in Toikka farm,granary,Toikka farm,Kauhajoki
granary in old Loukasmäki,granary,old Loukasmäki,Ilmajoki
granary in Summa Manor,granary,Summa Manor,Hamina
granary in Jokiniemi research estate,granary,Jokiniemi research estate,Vantaa
granary in Mustiala agricultural institution,granary,Mustiala agricultural institution,Tammela
granary in Perniö sanatorium,granary,Perniö sanatorium,Salo
granary in Tarvaala,granary,Tarvaala agricultural college and farm,Saarijärvi
granary in Myllymäki torp,granary,Myllymäki torp,Lohja
granary in Kuusisto manor,granary,Kuusisto Manor,Kaarina
granary in Sissola,granary,Sissola,Ilomantsi
barn in Perttula special vocational school,granary,Perttula special vocational school,Hämeenlinna
barn in Pehkonen House,granary,Pehkonen House,Liminka
barn in Riihiaho farm main building and courtyard,granary,Riihiaho farm main building and courtyard,Äänekoski
