col0,col1,col2,col3
São Paulo - Colheita de Café,GLAM Museu Paulista,Coffee production in Brazil,Guilherme Gaensly
São Paulo. Escola Normal,GLAM Museu Paulista,normal school,Guilherme Gaensly
"Brasil - estado de São Paulo Fazenda Araraquara, Colheita do Café",GLAM Museu Paulista,Araraquara,Guilherme Gaensly
Edificio-monumento do Ipiranga : Fachada; Galeria; Andar Superior visto da escadaria central,GLAM Museu Paulista,Museu Paulista,Guilherme Gaensly
Monumento do Ipyranga,GLAM Museu Paulista,Museu Paulista,Guilherme Gaensly
Monumento do Ipyranga galeria entrada,GLAM Museu Paulista,Museu Paulista,Guilherme Gaensly
Reservatorio da Liberdade,GLAM Museu Paulista,reservoir,Guilherme Gaensly
Um pé de Café de 100 Annos. Campinas,GLAM Museu Paulista,farmer,Guilherme Gaensly
Gado no Bebedouro. São Paulo,GLAM Museu Paulista,livestock,Guilherme Gaensly
Santos - Hôtel Guarujá,GLAM Museu Paulista,Santos,Guilherme Gaensly
Santos - Guarujá,GLAM Museu Paulista,Santos,Guilherme Gaensly
Panorama de São Paulo,GLAM Museu Paulista,panorama,Guilherme Gaensly
São Paulo. Avenida Paulista I,GLAM Museu Paulista,Paulista Avenue,Guilherme Gaensly
"Avenue Paulista São Paulo, Brésil",GLAM Museu Paulista,Paulista Avenue,Guilherme Gaensly
Avenida Paulista II,GLAM Museu Paulista,Paulista Avenue,Guilherme Gaensly
