col0,col1,col2,col3,col4
Kivik municipality,Scania,Simrishamn Municipality,Sweden,117
Vollsjö municipality,Scania,Sjöbo Municipality,Sweden,99
Vittsjö municipality,Scania,Osby Municipality,Sweden,318
Kiruna Town,Lapland,Kiruna Municipality,Sweden,955.65
Karlstad Town,Värmland,Karlstad Municipality,Sweden,78
Knäred municipality,Halland,Laholm Municipality,Sweden,203
Visby stad,Gotland,Gotland Municipality,Sweden,36
Knislinge Municipality,Scania,Östra Göinge Municipality,Sweden,105
Kvidinge municipality,Scania,Åstorp Municipality,Sweden,54
Uppsala Town,Uppland,Uppsala Municipality,Sweden,99
Västerås Town,Västmanland,Västerås Municipality,Sweden,132
