col0,col1,col2,col3,col4,col5,col6
Hurricane Dalilia,1989-07-11,1989 Pacific hurricane season,80,1989-07-21,977,Category 1 hurricane
Hurricane Cora,1978-08-07,1978 Atlantic hurricane season,80,1978-08-12,980,Category 1 hurricane
Hurricane Chantal,1989-07-30,1989 Atlantic hurricane season,70,1989-08-03,984,Category 1 hurricane
Hurricane Charley,1986-08-13,1986 Atlantic hurricane season,70,1986-08-30,980,Category 1 hurricane
Hurricane Boris,1996-06-27,1996 Pacific hurricane season,80,1996-07-01,979,Category 1 hurricane
Hurricane Bonnie,1986-06-23,1986 Atlantic hurricane season,75,1986-06-28,992,Category 1 hurricane
Hurricane Bob,1979-07-09,1979 Atlantic hurricane season,65,1979-07-16,986,Category 1 hurricane
Hurricane Bertha,1990-07-24,1990 Atlantic hurricane season,70,1990-08-02,973,Category 1 hurricane
Hurricane Beatriz,2011-01-01,2011 Pacific hurricane season,80,2011-01-01,977,Category 1 hurricane
Hurricane Barry,1983-08-23,1983 Atlantic hurricane season,70,1983-08-29,986,Category 1 hurricane
Hurricane Babe,1977-09-03,1977 Atlantic hurricane season,65,1977-09-09,995,Category 1 hurricane
Hurricane Arlene,1987-08-10,1987 Atlantic hurricane season,65,1987-08-23,987,Category 1 hurricane
Hurricane Alma,1970-05-17,1970 Atlantic hurricane season,70,1970-05-26,993,Category 1 hurricane
Hurricane Katrina,1981-11-03,1981 Atlantic hurricane season,75,1981-11-08,980,Category 1 hurricane
