col0,col1,col2,col3,col4,col5
Horsnell Gully Conservation Park,Australia,IUCN category III: Natural Monument or Feature,Adelaide Hills,432,1985-01-01
Cape Blanche Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,85,2012-01-01
Baudin Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,71,2002-01-01
Searcy Bay Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,26,2012-01-01
Sceale Bay Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,5,1995-01-01
Torrens Island Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,7,1963-01-01
Aldinga Scrub Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,22,1975-01-01
Clinton Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,4,1972-01-01
Moana Sands Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,4,1985-01-01
Leven Beach Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,7,1988-01-01
Laura Bay Conservation Park,Australia,IUCN category III: Natural Monument or Feature,South Australia,9,1973-01-01
