col0,col1,col2,col3,col4,col5,col6,col7
Gray County,1876-01-01,United States of America,0.4,"National Register of Historic Places listings in Gray County, Texas",Gray County,Central Time Zone,Pampa
Culberson County,1912-01-01,United States of America,0.01,"National Register of Historic Places listings in Culberson County, Texas",Culberson County,Central Time Zone,Van Horn
Sabine County,1837-01-01,United States of America,15,"National Register of Historic Places listings in Sabine County, Texas",Sabine County,Central Time Zone,Hemphill
Colorado County,1836-01-16,United States of America,1.4,"National Register of Historic Places listings in Colorado County, Texas",Colorado County,Central Time Zone,Columbus
Refugio County,1837-01-01,United States of America,5.8,"National Register of Historic Places listings in Refugio County, Texas",Refugio County,Central Time Zone,Refugio
Bandera County,1856-03-10,United States of America,0.8,"National Register of Historic Places listings in Bandera County, Texas",Bandera County,Central Time Zone,Bandera
Kimble County,1876-01-01,United States of America,0.02,"National Register of Historic Places listings in Kimble County, Texas",Kimble County,Central Time Zone,Junction
Angelina County,1846-04-22,United States of America,7.7,"National Register of Historic Places listings in Angelina County, Texas",Angelina County,Central Time Zone,Lufkin
Guadalupe County,1846-01-01,United States of America,0.5,"National Register of Historic Places listings in Guadalupe County, Texas",Guadalupe County,Central Time Zone,Seguin
Hamilton County,1856-01-01,United States of America,0.06,"National Register of Historic Places listings in Hamilton County, Texas",Hamilton County,Central Time Zone,Hamilton
McMullen County,1877-01-01,United States of America,1.5,"National Register of Historic Places listings in McMullen County, Texas",McMullen County,Central Time Zone,Tilden
