col0,col1,col2,col3
Bern,UTC+01:00,Alec von Graffenried,city of Switzerland
St. Gallen,UTC+01:00,Thomas Scheitlin,cantonal capital of Switzerland
Schaffhausen,UTC+01:00,Peter Neukomm,cantonal capital of Switzerland
Lucerne,UTC+01:00,Beat Züsli,cantonal capital of Switzerland
Lausanne,UTC+01:00,Grégoire Junod,cantonal capital of Switzerland
Geneva,UTC+01:00,Sami Kanaan,cantonal capital of Switzerland
Bern,UTC+01:00,Alec von Graffenried,cantonal capital of Switzerland
Winterthur,UTC+01:00,Michael Künzle,big city
Lausanne,UTC+01:00,Grégoire Junod,big city
Geneva,UTC+01:00,Sami Kanaan,big city
Bern,UTC+01:00,Alec von Graffenried,big city
St. Gallen,UTC+01:00,Thomas Scheitlin,college town
Lugano,UTC+01:00,Marco Borradori,college town
