col0,col1,col2,col3
1992 Ibero-American Championships in Athletics – Results,Ibero-American Championships in Athletics,1992-01-01,athletics
Ice hockey at the 1920 Summer Olympics – Rosters,Ice hockey at the 1920 Summer Olympics,1920-01-01,ice hockey
list of teams and cyclists in the 2015 Tour de France,2015 UCI World Tour,2015-01-01,road bicycle racing
football at the 2016 Summer Olympics – men's team squads,football at the 2016 Summer Olympics,2016-01-01,association football
2018 FIFA World Cup qualification,2018 FIFA World Cup qualifications,2018-01-01,association football
list of 2014 FIFA World Cup matches,2014 FIFA World Cup,2014-01-01,association football
Curling at the 2014 Winter Olympics – Statistics,curling at the 2014 Winter Olympics,2014-01-01,curling
2014 FIFA World Cup squads,2014 FIFA World Cup,2014-01-01,association football
2013 COSAFA Cup squads,2013 COSAFA Cup,2013-01-01,association football
list of Portuguese football transfers summer 2010,2010–11 in Portuguese football,2010-01-01,association football
FIBA EuroBasket 2013 squads,FIBA EuroBasket 2013,2013-01-01,basketball
"2013 Giro d'Italia, Stage 1 to Stage 11",2013 Giro d'Italia,2013-01-01,road bicycle racing
Volleyball at the 1992 Summer Olympics – Men's team rosters,Volleyball at the 1992 Summer Olympics,1992-01-01,volleyball
