col0,col1,col2,col3,col4,col5,col6
City of Brimbank,Brimbank City Council,Australia,Sunshine,Taylors Lakes,1994-12-15,Victoria
City of Hobsons Bay,Hobsons Bay City Council,Australia,Altona,Newport,1994-06-22,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Keilor North,1994-12-15,Victoria
City of Stonnington,Stonnington City Council,Australia,Malvern,Windsor,1994-01-01,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Windsor,1994-01-01,Victoria
City of Hobsons Bay,Hobsons Bay City Council,Australia,Altona,Williamstown North,1994-06-22,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Sunshine North,1994-12-15,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Middle Park,1994-01-01,Victoria
City of Stonnington,Stonnington City Council,Australia,Malvern,Malvern East,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Brooklyn,1994-12-15,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,Balaclava,1994-01-01,Victoria
City of Stonnington,Stonnington City Council,Australia,Malvern,Armadale,1994-01-01,Victoria
City of Brimbank,Brimbank City Council,Australia,Sunshine,Albion,1994-12-15,Victoria
City of Port Phillip,Port Phillip City Council,Australia,St Kilda,South Melbourne,1994-01-01,Victoria
