col0,col1,col2,col3
Hagen,Hagen im Bremischen,Samtgemeinde,2014-01-01
Oldendorf,Oldendorf-Himmelpforten,Samtgemeinde,2014-01-01
Schöppenstedt,Elm-Asse,Samtgemeinde,2015-01-01
Schladen,Schladen-Werla,Samtgemeinde,2013-11-01
Sietland,Land Hadeln,Samtgemeinde,2011-01-01
Bad Grund,Bad Grund (Harz),Samtgemeinde,2013-03-01
Bevensen,Bevensen-Ebstorf,Samtgemeinde,2011-11-01
Altes Amt Ebstorf,Bevensen-Ebstorf,Samtgemeinde,2011-11-01
Bodenteich,Aue,Samtgemeinde,2011-11-01
Land Wursten,Wurster Nordseeküste,Samtgemeinde,2015-01-01
Eschershausen,Eschershausen-Stadtoldendorf,Samtgemeinde,2011-01-01
