col0,col1,col2,col3
New Diligence,John Ellis,Aberystwyth,Aberystwyth shipping records
Heart of Oak,James Thomas,Aberystwyth,Aberystwyth shipping records
Enterprise,James Lewis,Aberystwyth,Aberystwyth shipping records
Bee,James Hughes,Aberystwyth,Aberystwyth shipping records
Eagle,J Owen,Aberystwyth,Aberystwyth shipping records
John & Ann,Isaac Jones,Aberystwyth,Aberystwyth shipping records
Bee,Hugh Hughes,Aberystwyth,Aberystwyth shipping records
Favourite,Henry Davies,Aberystwyth,Aberystwyth shipping records
Susanna Gwenllian,Griffith Griffiths,Aberystwyth,Aberystwyth shipping records
Valentine,Griffith Davies,Aberystwyth,Aberystwyth shipping records
Castle,George Lewis,Aberystwyth,Aberystwyth shipping records
Eagle,Evan Phillips,Aberystwyth,Aberystwyth shipping records
Major Nanney,Evan Phillips,Aberystwyth,Aberystwyth shipping records
Susanna Gwenllian,Evan Lloyd,Aberystwyth,Aberystwyth shipping records
MARY & ELLEN,Enoch James,Aberystwyth,Aberystwyth shipping records
