col0,col1,col2,col3,col4
Munich Pasing station,Pasing Bf. Nord,Friedrich Bürklein,Stammstrecke,9
Berlin-Spandau station,Rathaus Spandau metro station,"Gerkan, Marg and Partners",RE 4,2
Berlin Potsdamer Platz station,Potsdamer Platz metro station,Richard Brademann,RE 3 (Berlin/Brandenburg),4
Berlin-Spandau station,Rathaus Spandau metro station,"Gerkan, Marg and Partners",RB 14,2
Munich Pasing station,Pasing Bf.,Friedrich Bürklein,S4 (Munich),9
Berlin-Spandau station,Rathaus Spandau metro station,"Gerkan, Marg and Partners",S3 (Berlin),2
Berlin Potsdamer Platz station,Potsdamer Platz metro station,Richard Brademann,S25 (Berlin),4
Berlin-Spandau station,Rathaus Spandau metro station,"Gerkan, Marg and Partners",S9,2
Berlin Potsdamer Platz station,Potsdamer Platz metro station,Richard Brademann,S1 (Berlin),4
Berlin-Spandau station,Rathaus Spandau metro station,"Gerkan, Marg and Partners",Spandau Suburban Line,2
Puerta de Atocha,Madrid Atocha Railway Station,Rafael Moneo,Madrid–Levante high-speed rail line,15
Hamburg Dammtor station,Stephansplatz,Ernst Moeller,Hamburg-Altona link line,4
Nuremberg Central Station,Hauptbahnhof metro station (Nuremberg),Eduard Rüber,Nuremberg–Munich high-speed railway,21
Puerta de Atocha,Madrid Atocha Railway Station,Rafael Moneo,Madrid–León high-speed rail line,15
Berlin-Spandau station,Rathaus Spandau metro station,"Gerkan, Marg and Partners",Hanover–Berlin high-speed railway,2
