col0,col1,col2,col3,col4,col5,col6
Sö 105,Kjula socken,Ingvar runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Eskilstuna Municipality
Vs 19,Skultuna socken,Ingvar runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Västerås Municipality
U 241,Vallentuna socken,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Vallentuna Municipality
Vs 18,Skultuna socken,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Västerås Municipality
Sm 27,Berga socken,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Ljungby Municipality
Sm 104,Vetlanda socken,England runestones,monument in Fornminnesregistret,Sweden,Norse runestone,Vetlanda Municipality
Gorm's runestone,Jelling,Jelling stones,protected ancient monument in Denmark,Denmark,Norse runestone,Vejle Municipality
Harald's runestone,Jelling,Jelling stones,protected ancient monument in Denmark,Denmark,Norse runestone,Vejle Municipality
Sö 105,Kjula socken,Ingvar runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Eskilstuna Municipality
Vs 19,Skultuna socken,Ingvar runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Västerås Municipality
U 241,Vallentuna socken,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Vallentuna Municipality
Vs 18,Skultuna socken,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Västerås Municipality
Sm 27,Berga socken,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Ljungby Municipality
Sm 104,Vetlanda socken,England runestones,monument in Fornminnesregistret,Sweden,Runic inscriptions,Vetlanda Municipality
Gorm's runestone,Jelling,Jelling stones,protected ancient monument in Denmark,Denmark,runestone,Vejle Municipality
