col0,col1,col2,col3,col4
Flora Montiberica,Valencia,Spain,botany,Spanish
Storia delle donne,Florence,Italy,gender history,Italian
Grasas y Aceites,Seville,Spain,fat,Spanish
Vegueta,Las Palmas de Gran Canaria,Spain,history of art,Spanish
Grasas y Aceites,Seville,Spain,oils,Spanish
Vegueta,Las Palmas de Gran Canaria,Spain,history,Spanish
Documents d'Analisi Geografica,Cerdanyola del Vallès,Spain,geography,Catalan
Cuadernos de Relaciones Laborales,Madrid,Spain,sociology,Spanish
Deutsches Archaeologisches Institut. Roemische Abteilung. Mitteilungen,Regensburg,Italy,archaeology,French
Revista Española de Salud Pública,Madrid,Spain,medicine,Spanish
