col0,col1,col2,col3,col4,col5,col6
cité Parchappe,France,50,3.9,cité,landlord,rue du Faubourg-Saint-Antoine
cité Paradis,France,181,7,cité,rue de Paradis,rue d'Hauteville
cité Nollez,France,93,4,cité,landlord,rue Calmels-Prolongée
cité Nicolas-Poussin,France,17,3,cité,Nicolas Poussin,boulevard Raspail
cité Moynet,France,150,7.6,cité,landlord,rue Charles-Nicolle
cité Morieux,France,95,3,cité,landlord,rue de la Fédération
cité Monthiers,France,103,3,cité,landlord,rue d'Amsterdam
cité Martignac,France,120,8,cité,"Jean Baptiste Gay, vicomte de Martignac",rue de Grenelle
cité Leroy,France,60,4,cité,landlord,villa de l'Ermitage
cité Lepage,France,145,4,cité,landlord,boulevard de la Villette
