col0,col1,col2,col3,col4,col5,col6
de la Cruz,Spanish,Latin script,de la,affixed family name,De la Cruz,space
de la Rosa,Spanish,Latin script,de la,affixed family name,De la Rosa,space
de Lima,Portuguese,Latin script,de,affixed family name,De Lima,space
de la Vega,Spanish,Latin script,de la,affixed family name,De la Vega,space
de Jong,Dutch,Latin script,de,affixed family name,De Jong,space
de la Cueva,Spanish,Latin script,de la,family name,De la Cueva,space
de las Cuevas,Spanish,Latin script,de las,family name,De las Cuevas,space
de Alencar,Spanish,Latin script,de,family name,Alencar,space
de la Torre,Spanish,Latin script,de la,family name,De la Torre,space
de Jonge,Dutch,Latin script,de,family name,De Jonge,space
de la Peña,Spanish,Latin script,de la,family name,De la Peña,space
de la Puerta,Spanish,Latin script,de la,family name,Puerta,space
