col0,col1,col2,col3
Interview of Penny Edlin on her service with the U.S. Army 82nd General Hospital during WWII,English,3336,Penny Edlin
Interview of Peggy Lechtweis on her five years of service in the U.S. Army Nurse Corps during WWII,English,973,Peggy Lechtweis
Interview of Patricia Young Berri on her service in the American Red Cross during WWII,English,348,Patricia Young Berri
Interview of Patricia W. Pasbach on her experience in the U.S. Army Nurse Corps in post-WWII Germany,English,1381,Patricia W. Pasbach
Interview of Mildred Blandford on her service as a secretary in the American Red Cross during WWII,English,1747,Mildred Blandford
Interview of Matilda Papenhausen on her service in the U.S. Army Nurse Corps during WWI,English,1897,Matilda Papenhausen
Interview of Mary Tener Davidson Hall on her service as an U.S. Air Force officer from 1951 to 1956,English,2464,Mary Tener Davidson Hall
Interview of Mary J. Ford on her service in the U.S. Army Nurse Corps during WWII,English,3120,Mary J. Ford
Interview of Mary Myers on her service in the U.S. Army Nurse Corps during and after WWII,English,1055,Mary Myers
Interview of Patricia Young Berri on her service in the American Red Cross during WWII,English,348,adjustment
Interview of Patricia W. Pasbach on her experience in the U.S. Army Nurse Corps in post-WWII Germany,English,1381,adjustment
Interview of Mary J. Ford on her service in the U.S. Army Nurse Corps during WWII,English,3120,adjustment
Interview of Peggy Lechtweis on her five years of service in the U.S. Army Nurse Corps during WWII,English,973,Pacific
