col0,col1,col2,col3,col4
Battle of Shanghai,Shanghai,Second Sino-Japanese War,1937-11-26,Order of battle of the Battle of Shanghai
Battle in Berlin,Berlin,Battle of Berlin,1945-05-02,order of battle for the battle in Berlin
Battle of Berlin,Berlin,Eastern Front of World War II,1945-05-02,order of battle for the Battle of Berlin
Battle of Sakarya,Sakarya River,Greco-Turkish War (1919–1922),1921-09-13,Order of battle for the Battle of Sakarya
American airborne landings in Normandy,Cotentin Peninsula,Normandy landings,1944-07-13,Order of battle for the American airborne landings in Normandy
Battle of Tannenberg,Olsztyn,World War I,1914-08-30,Order of battle at Tannenberg
Algeciras Campaign,Strait of Gibraltar,French Revolutionary Wars,1801-07-14,Order of Battle in the Algeciras Campaign
Battle of Megiddo,Sharon Plain,Sinai and Palestine campaign,1918-09-25,Order of Battle for the Battle of Megiddo
Battle of Zaoyang–Yichang,Zaoyang City,Second Sino-Japanese War,1940-06-18,Order of Battle: Battle of Zaoyang-Yichang
Battle of Guadalajara,Guadalajara,Spanish Civil War,1937-03-23,Order of Battle: Battle of Guadalajara
Battle of Chosin Reservoir,Chosin Reservoir,Korean War,1950-12-13,Battle of Chosin Reservoir order of battle
Battle of the Bridge of Arcole,Arcole,Napoleonic Wars,1796-11-17,Arcola 1796 Campaign Order of Battle
