col0,col1,col2,col3,col4,col5,col6,col7
SDSSCGA 2235,201.95958,42649,Canes Venatici,35.38861,J2000.0,0.154,compact group of galaxies
SDSSCGA 1969,152.9175,38022,Leo Minor,34.53778,J2000.0,0.136,compact group of galaxies
SDSSCGA 2268,178.27542,45180,Leo,16.93917,J2000.0,0.164,compact group of galaxies
SDSSCGA 2127,214.04875,38281,Boötes,43.9325,J2000.0,0.137,compact group of galaxies
SDSSCGA 2240,202.29625,42649,Canes Venatici,35.39111,J2000.0,0.154,compact group of galaxies
SDSSCGA 2087,181.97042,31973,Canes Venatici,44.05444,J2000.0,0.113,compact group of galaxies
SDSSCGA 2168,193.66792,22751,Coma Berenices,26.39083,J2000.0,0.079,compact group of galaxies
SDSSCGA 2027,173.785,19135,Ursa Major,57.72528,J2000.0,0.065,compact group of galaxies
SDSSCGA 2084,236.27708,36720,Boötes,46.45444,J2000.0,0.16,compact group of galaxies
SDSSCGA 2104,226.35958,31440,Boötes,36.86444,J2000.0,0.111,compact group of galaxies
SDSSCGA 2266,138.80458,32771,Cancer,12.50917,J2000.0,0.116,compact group of galaxies
