col0,col1,col2,col3,col4,col5
Kuopio,city,Kuopio Football Stadium,Finland,UTC+02:00,Savonia-Karelia
Jyväskylä,city,Harju Stadium,Finland,UTC+02:00,Central Finland
Vantaa,city,Energia Areena,Finland,UTC+02:00,Uusimaa
Rovaniemi,city,Rovaniemen keskuskenttä,Finland,UTC+02:00,Lapland
Helsinki,city,Bolt Arena,Finland,UTC+02:00,Helsinki constituency
Oulu,city,Oulu City Library,Finland,UTC+02:00,Oulu
Imatra,border town,Ukonniemi stadium,Finland,UTC+02:00,South-Eastern Finland
Valkeakoski,municipality of Finland,Tehtaan kenttä,Finland,UTC+02:00,Pirkanmaa
Tuusula,municipality of Finland,Halosenniemi,Finland,UTC+02:00,Uusimaa
Imatra,municipality of Finland,Ukonniemi stadium,Finland,UTC+02:00,South-Eastern Finland
Salo,municipality of Finland,Salohalli,Finland,UTC+02:00,Finland Proper (electoral district)
Kouvola,municipality of Finland,Saviniemi,Finland,UTC+02:00,South-Eastern Finland
Kotka,municipality of Finland,Arto Tolsa Areena,Finland,UTC+02:00,South-Eastern Finland
