col0,col1,col2,col3,col4,col5,col6
Divertimento,Jacques Ibert,Michel Rahn,Jean de Vuyst,Jean de Vuyst,18,Andrée Marlière
Cage of God,Alan Rawsthorne,Gilbert Serres,John Bogaerts,John Bogaerts,20,Andrée Marlière
Judith,Renier van der Velden,Koen Onzia,Germinal Casado,Germinal Casado,24,Jeanne Brabants
Confrontation,Darius Milhaud,Stefan Schuller,Julien Mortier,Julien Mortier,8,André Leclair
Satirische Suite,Igor Stravinsky,Aimé De Lignière,Jean de Vuyst,Jean de Vuyst,28,André Leclair
Symfonie,Johannes Brahms,Jean-Jacques Vidal,Mimi Peetermans,Mimi Peetermans,33,André Leclair
De Les,Georges Delerue,Aimé De Lignière,Bernard Daydé,Bernard Daydé,35,Hans Brenaa
Freule Julie,Ture Rangström,Aimé De Lignière,Sven Erixson,Sven Erixson,45,Anne-Marie Lagerborg
De Les,Georges Delerue,Aimé De Lignière,Bernard Daydé,Bernard Daydé,35,Andrée Marlière
Satirische Suite,Igor Stravinsky,Aimé De Lignière,Jean de Vuyst,Jean de Vuyst,28,Andrée Marlière
Inner Page,William Russo,Daniël Rosseels,Jean de Vuyst,Jean de Vuyst,17,Andrée Marlière
