col0,col1,col2,col3
Epica VS Attack on Titan Songs,The Solace System,2017-12-20,Netherlands
Covers EP Vol. 2,Covers EP Vol. 1,2017-09-20,Finland
Texas-EP,Hulluuden highway,2018-05-17,Finland
Conductors of Noize,Queen Of Death,1987-01-01,United Kingdom
My Decade,Wonderland (EP),2017-01-01,South Korea
Our Twenty For,Fate Number For,2017-08-04,South Korea
Love Yourself: Her,You Never Walk Alone,2017-09-18,South Korea
Parallel,The Awakening,2017-08-01,South Korea
Free'sm,Crystyle,2017-01-01,South Korea
Love Yourself: Her,Wings,2017-09-18,South Korea
Fate Number For,EXIT : E,2017-04-04,South Korea
Mikael Gabriel × Isac Elliot,Versus,2017-02-02,Finland
