col0,col1,col2,col3
Haspelmoor,Germany,geotope,Haspelmoor
Murnauer Moos,Germany,swamp,Murnauer Moos
Stapeler Moor,Germany,bog,Stapeler Moor und Umgebung
Spolsener Moor,Germany,bog,Stapeler Moor und Umgebung
Aaper Vennekes,Germany,bog,Drevenacker Dünen
Linnuraba,Estonia,bog,Linnuraba Nature Reserve
Juuru Bog,Estonia,bog,Mahtra Nature Reserve
Ellamaa Bog,Estonia,bog,Mukri Nature Park
Lõo Bog,Estonia,bog,Taarikõnnu Nature Reserve
Mustaladva Bog,Estonia,bog,Puhatu Nature Reserve
Mukri Bog,Estonia,bog,Mukri Nature Park
Puhatu Bog,Estonia,bog,Puhatu Nature Reserve
Taarikõnnu Bog,Estonia,bog,Taarikõnnu Nature Reserve
Viirika Bog,Estonia,bog,Aela Nature Park
