col0,col1,col2,col3,col4,col5,col6
SBN author ID,Wikidata property for authority control for people,SBN books ID,single value constraint,Petrarch,Istituto Centrale per il Catalogo Unico,Italy
CiNii author ID,Wikidata property for authority control by VIAF member,CiNii book ID,single value constraint,Katsuko Saruhashi,National Institute of Informatics,Japan
IdRef ID,Wikidata property for authority control by VIAF member,SUDOC editions,single value constraint,Ukraine,Bibliographic Agency for Higher Education,France
Bibliothèque nationale de France ID,Wikidata property for authority control for places,Gallica ID,single value constraint,Ukraine,Bibliothèque nationale de France,France
CiNii author ID,Wikidata property for authority control for people,CiNii book ID,single value constraint,Katsuko Saruhashi,National Institute of Informatics,Japan
Bibliothèque nationale de France ID,Wikidata property for authority control for people,Gallica ID,single value constraint,Ukraine,Bibliothèque nationale de France,France
NORAF ID,Wikidata property for authority control by VIAF member,BIBSYS work ID,format constraint,Rainer Maria Rilke,National Library of Norway,Norway
ULAN ID,Wikidata property for authority control by VIAF member,artist-info artist ID,distinct values constraint,Vincent van Gogh,Getty Research Institute,United States of America
GND ID,Wikidata property for authority control by VIAF member,DNB editions,allowed qualifiers constraint,Jehan Sadat,German National Library,Germany
ULAN ID,Wikidata property to identify organisations,artist-info artist ID,distinct values constraint,Vincent van Gogh,Getty Research Institute,United States of America
Library of Congress authority ID,Wikidata property for authority control for people,Library of Congress Control Number (LCCN) (bibliographic),single value constraint,Vincent van Gogh,Library of Congress,United States of America
ULAN ID,Wikidata property to identify organisations,CONA ID,distinct values constraint,Vincent van Gogh,Getty Research Institute,United States of America
