col0,col1,col2,col3,col4,col5,col6
Nuremberg Open,Nuremberg,carpet court,recurring tennis tournament,tennis,1976-01-01,tennis tournament
Munich WCT,Munich,carpet court,recurring tennis tournament,tennis,1983-01-01,tennis tournament
Montauban Challenger,Montauban,clay court,recurring tennis tournament,tennis,2007-01-01,tennis tournament
Melbourne Outdoor,Melbourne,grass court,recurring tennis tournament,tennis,1985-01-01,tennis tournament
Melbourne Indoor,Melbourne,carpet court,recurring tennis tournament,tennis,1985-01-01,tennis tournament
St. Louis WCT,St. Louis,carpet court,recurring tennis tournament,tennis,1978-01-01,tennis tournament
Denver Open,Denver,carpet court,recurring tennis tournament,tennis,1982-01-01,tennis tournament
Ginny Championships,Port St. Lucie,carpet court,recurring tennis tournament,tennis,1984-01-01,tennis tournament
Open Costa Adeje – Isla de Tenerife,Tenerife,hardcourt,recurring tennis tournament,tennis,2009-01-01,tennis tournament
Delray Beach WCT,Richmond,clay court,recurring tennis tournament,tennis,1983-01-01,tennis tournament
Bangkok Tennis Classic,Bangkok,carpet court,recurring tennis tournament,tennis,1982-01-01,tennis tournament
Philippine International Tennis Tournament,Manila,hardcourt,recurring tennis tournament,tennis,1978-01-01,tennis tournament
Faber Grand Prix,Essen,carpet court,recurring tennis tournament,tennis,2000-01-01,WTA tennis tournament
OTB Open,Schenectady,hardcourt,recurring tennis tournament,tennis,1994-01-01,tennis tournament
