col0,col1,col2,col3
Veveří 33,part of national heritage site in the Czech Republic,tenement,Veveří
Vaňkovo náměstí 7,part of national heritage site in the Czech Republic,tenement,Barvičova
Vaňkovo náměstí 6,part of national heritage site in the Czech Republic,tenement,Vaňkovo náměstí (Brno)
Vaňkovo náměstí 5,part of national heritage site in the Czech Republic,tenement,Lerchova
Vaňkovo náměstí 4,part of national heritage site in the Czech Republic,tenement,Lerchova
Vaňkovo náměstí 3,part of national heritage site in the Czech Republic,tenement,Vaňkovo náměstí (Brno)
Vaňkovo náměstí 2,part of national heritage site in the Czech Republic,tenement,Vaňkovo náměstí (Brno)
Vaňkovo náměstí 1,part of national heritage site in the Czech Republic,tenement,Tvrdého
Vaňkovo náměstí 5-7,part of national heritage site in the Czech Republic,tenement,Vaňkovo náměstí (Brno)
Vaňkovo náměstí 1-4,part of national heritage site in the Czech Republic,tenement,Vaňkovo náměstí (Brno)
Riegrova 10,cultural monument of the Czech Republic,tenement,Riegrova
Palackého 1,cultural monument of the Czech Republic,tenement,Palackého
Jungmannovo náměstí 1,cultural monument of the Czech Republic,tenement,Jungmann Square
Hybernská 42,cultural monument of the Czech Republic,tenement,Hybernská
Masarykovo náměstí 3,cultural monument of the Czech Republic,tenement,Masarykovo náměstí
