col0,col1,col2,col3,col4,col5,col6,col7
1999 Swiss Badminton Championships,1999-01-01,1998 Swiss Badminton Championships,badminton,2000 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1994 Swiss Badminton Championships,1994-01-01,1993 Swiss Badminton Championships,badminton,1995 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1995 Swiss Badminton Championships,1995-01-01,1994 Swiss Badminton Championships,badminton,1996 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1992 Swiss Badminton Championships,1992-01-01,1991 Swiss Badminton Championships,badminton,1993 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1991 Swiss Badminton Championships,1991-01-01,1990 Swiss Badminton Championships,badminton,1992 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1990 Swiss Badminton Championships,1990-01-01,1989 Swiss Badminton Championships,badminton,1991 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1987 Swiss Badminton Championships,1987-01-01,1986 Swiss Badminton Championships,badminton,1988 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1973 Swiss Badminton Championships,1973-01-01,1972 Swiss Badminton Championships,badminton,1974 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
2016 Swiss Badminton Championships,2016-01-01,2015 Swiss Badminton Championships,badminton,2017 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
2015 Swiss Badminton Championships,2015-01-01,2014 Swiss Badminton Championships,badminton,2016 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1979 Swiss Badminton Championships,1979-01-01,1978 Swiss Badminton Championships,badminton,1980 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1983 Swiss Badminton Championships,1983-01-01,1982 Swiss Badminton Championships,badminton,1984 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
1988 Swiss Badminton Championships,1988-01-01,1987 Swiss Badminton Championships,badminton,1989 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
2014 Swiss Badminton Championships,2014-01-01,2013 Swiss Badminton Championships,badminton,2015 Swiss Badminton Championships,national championship,Switzerland,Swiss Badminton Championships
