col0,col1,col2,col3,col4
Ramsele Municipality,1863-01-01,Ramsele socken,rural municipality of Sweden and Finland,Västernorrland County
Ore Municipality,1863-01-01,Ore socken,rural municipality of Sweden and Finland,Dalarna County
Getinge municipality,1863-01-01,Getinge socken,former municipality of Sweden,Halland County
Ramsele Municipality,1863-01-01,Ramsele socken,former municipality of Sweden,Västernorrland County
Piteå Town,1621-05-22,Norrfjärdens Rural Municipality,former municipality of Sweden,Norrbotten County
Ore Municipality,1863-01-01,Ore socken,former municipality of Sweden,Dalarna County
Frövi köping,1955-01-01,Näsby rural municipality,former municipality of Sweden,Örebro County
Frösö Market Town,1948-01-01,Frösö Rural Municipality,former municipality of Sweden,Jämtland County
Bjärtrå Municipality,1863-01-01,Bjärtrå,rural municipality of Sweden and Finland,Västernorrland County
Ytterlännäs rural municipality,1863-01-01,Dals Rural Municipality,rural municipality of Sweden and Finland,Västernorrland County
