col0,col1,col2,col3,col4,col5,col6,col7
EuroBasket 1968 Women,13,1968-07-15,EuroBasket 1966 Women,EuroBasket 1970 Women,women's sports,EuroBasket Women,1968-01-01
EuroBasket 1972 Women,13,1972-10-16,EuroBasket 1970 Women,EuroBasket 1974 Women,women's sports,EuroBasket Women,1972-01-01
EuroBasket 1987 Women,12,1987-09-11,EuroBasket 1985 Women,EuroBasket 1989 Women,women's sports,EuroBasket Women,1987-01-01
EuroBasket 1958 Women,10,1958-05-18,EuroBasket 1956 Women,EuroBasket 1960 Women,women's sports,EuroBasket Women,1958-01-01
EuroBasket Women 2009,16,2009-06-20,EuroBasket Women 2007,EuroBasket Women 2011,women's sports,EuroBasket Women,2009-01-01
EuroBasket 2003 Women,12,2003-09-28,EuroBasket 2001 Women,EuroBasket 2005 Women,women's sports,EuroBasket Women,2003-01-01
EuroBasket 1956 Women,16,1956-06-10,EuroBasket 1954 Women,EuroBasket 1958 Women,women's sports,EuroBasket Women,1956-01-01
EuroBasket 2001 Women,12,2001-09-23,EuroBasket 1999 Women,EuroBasket 2003 Women,women's sports,EuroBasket Women,2001-01-01
EuroBasket 1991 Women,8,1991-06-17,EuroBasket 1989 Women,EuroBasket 1993 Women,women's sports,EuroBasket Women,1991-01-01
EuroBasket 1950 Women,12,1950-05-20,EuroBasket 1938 Women,EuroBasket 1952 Women,women's sports,EuroBasket Women,1950-01-01
EuroBasket 1983 Women,12,1983-09-18,EuroBasket 1981 Women,EuroBasket 1985 Women,women's sports,EuroBasket Women,1983-01-01
EuroBasket 1997 Women,12,1997-06-15,EuroBasket 1995 Women,EuroBasket 1999 Women,women's sports,EuroBasket Women,1997-01-01
EuroBasket 1966 Women,12,1966-10-09,EuroBasket 1964 Women,EuroBasket 1968 Women,women's sports,EuroBasket Women,1966-01-01
