col0,col1,col2,col3,col4
Gran Premio Femenino de Plouay 2018,Coryn Rivera,Annemiek van Vleuten,France,Plouay
2019 Grand Prix de Plouay,Sofie De Vuyst,Annemiek van Vleuten,France,Plouay
Gran Premio Femenino de Plouay 2018,Katarzyna Niewiadoma,Annemiek van Vleuten,France,Plouay
2019 Grand Prix de Plouay,Amy Pieters,Annemiek van Vleuten,France,Plouay
Gran Premio Femenino de Plouay 2018,Coryn Rivera,Marianne Vos,France,Plouay
2019 Grand Prix de Plouay,Sofie De Vuyst,Marianne Vos,France,Plouay
Gran Premio Femenino de Plouay 2018,Katarzyna Niewiadoma,Marianne Vos,France,Plouay
2019 Grand Prix de Plouay,Amy Pieters,Marianne Vos,France,Plouay
Gran Premio Femenino de Plouay 2018,Marianne Vos,Annemiek van Vleuten,France,Plouay
2019 Grand Prix de Plouay,Amy Pieters,Soraya Paladin,France,Plouay
Gran Premio Femenino de Plouay 2018,Coryn Rivera,Katarzyna Niewiadoma,France,Plouay
