col0,col1,col2,col3
candesartan,hypertension,heterocyclic compound,Angiotensin II receptor type 1
dinoprostone,uterine cancer,carboxylic acid,Prostaglandin E receptor 1
candesartan,hypertension,carboxylic acid,Angiotensin II receptor type 1
rosuvastatin,arteriosclerosis,carboxylic acid,3-hydroxy-3-methylglutaryl-CoA reductase
fexofenadine,rhinitis,carboxylic acid,Histamine receptor H1
dinoprostone,uterine cancer,medication,Prostaglandin E receptor 1
candesartan,hypertension,medication,Angiotensin II receptor type 1
rosuvastatin,arteriosclerosis,medication,3-hydroxy-3-methylglutaryl-CoA reductase
fexofenadine,rhinitis,medication,Histamine receptor H1
dinoprostone,uterine cancer,chemical compound,Prostaglandin E receptor 1
candesartan,hypertension,chemical compound,Angiotensin II receptor type 1
rosuvastatin,arteriosclerosis,chemical compound,3-hydroxy-3-methylglutaryl-CoA reductase
