col0,col1,col2,col3
The Lamb of God Surrounded by Biblical Scenes,Bonnefanten Museum,Lamb of God,panel
Hedgehog-A 2004-0073,Musée d'Art et d'Histoire,hedgehog,soapstone
Hedgehog-A 2004-0072,Musée d'Art et d'Histoire,hedgehog,soapstone
The Lamb of God Surrounded by Biblical Scenes,Bonnefanten Museum,Lamb of God,oil paint
Hedgehog-A 2004-0072,Musée d'Art et d'Histoire,hedgehog,vitreous enamel
The Lamb of God Surrounded by Biblical Scenes,Bonnefanten Museum,Lamb of God,wax
Sargon seal-N 8293,Room 229,Master of Animals,clay
Sargon seal-N 8294,Room 229,Master of Animals,clay
Sargon seal-N 8293,Room 229,Sargon of Akkad,clay
Sargon seal-N 8294,Room 229,Sargon of Akkad,clay
Sargon seal-N 8293,Room 229,lion,clay
Sargon seal-N 8294,Room 229,lion,clay
