col0,col1,col2,col3
"Cemitério da Candelária, Localizado Atrás do Hospital - 284",Cemitério da Candelária,1910-01-01,17.6
Locomotiva Baldwin Deixada em Santo Antonio Pela Empresa P.& T. Collins em 1879 - 300,Santo Antonio do Rio Madeira,1910-01-01,12.6
Vista Interna do Dispensário do Hospital Candelária - 752,wall clock,1910-01-01,17.7
Grupo de Médicos e Enfermeiros do Hospital Candelária - 744,group of humans,1910-01-01,17.7
Cabanas de Trabalhadores - 310,group of humans,1910-01-01,17.7
Aspecto Interno da Lavanderia a Vapor em Porto Velho - 537,group of humans,1910-01-01,17.7
Vista Parcial de Porto Velho,construction,1910-01-01,17.7
Cabanas de Trabalhadores - 310,cabin,1910-01-01,17.7
Vista Interna da Enfermaria para Americanos do Hospital Candelária - 749,First aid room,1910-01-01,17.7
"Navio Cargueiro Holandês, S. S. Callisto, Atracado no Cais de Porto Velho - 737",wharf,1910-01-01,17.7
Pousada ao Longo da Ferrovia - 564,Urban forestry,1910-01-01,17.6
"Vista Parcial de Porto Velho em Primeiro Plano, Terreno Pantanoso ao Longo da Ferrovia - 725",Urban forestry,1910-01-01,17.7
"Vista Panorâmica da Região do Hospital Candelária, entre Santo Antonio e Porto Velho - 739",Urban forestry,1910-01-01,17.7
