col0,col1,col2,col3
Herrera Period,-0799-01-01T00:00:00Z,0800-01-01,historical period
norse era,0800-01-01,1350-01-01,historical period
Greek late classical period,0370-01-01,0323-01-01,era
Greek early classical period,0480-01-01,0370-01-01,era
Cattle Period,-3500-01-01T00:00:00Z,-1500-01-01T00:00:00Z,era
Horse Period,-1200-01-01T00:00:00Z,+0000-00-00T00:00:00Z,era
Round Head Period,-8000-01-01T00:00:00Z,-6000-01-01T00:00:00Z,era
Paleo-Babylonian period,-2003-01-01T00:00:00Z,-1594-01-01T00:00:00Z,era
Isin-Larsa period,-1999-01-01T00:00:00Z,-1799-01-01T00:00:00Z,era
The Minor Occultation,0874-01-01,0941-01-01,era
Herrera Period,-0799-01-01T00:00:00Z,0800-01-01,era
