col0,col1,col2,col3,col4,col5
2007 Japanese Grand Prix,Lewis Hamilton,Japanese Grand Prix,Lewis Hamilton,67,2007 Formula One season
2004 Japanese Grand Prix,Michael Schumacher,Japanese Grand Prix,Rubens Barrichello,53,2004 Formula One season
2003 Japanese Grand Prix,Rubens Barrichello,Japanese Grand Prix,Ralf Schumacher,53,2003 Formula One season
2002 Japanese Grand Prix,Michael Schumacher,Japanese Grand Prix,Michael Schumacher,53,2002 Formula One season
2001 Japanese Grand Prix,Michael Schumacher,Japanese Grand Prix,Ralf Schumacher,53,2001 Formula One season
1999 Japanese Grand Prix,Michael Schumacher,Japanese Grand Prix,Michael Schumacher,53,1999 Formula One season
1998 Japanese Grand Prix,Michael Schumacher,Japanese Grand Prix,Michael Schumacher,51,1998 Formula One World Championship
1993 Japanese Grand Prix,Alain Prost,Japanese Grand Prix,Alain Prost,53,1993 Formula One season
1992 Japanese Grand Prix,Nigel Mansell,Japanese Grand Prix,Nigel Mansell,53,1992 Formula One season
1988 Japanese Grand Prix,Ayrton Senna,Japanese Grand Prix,Ayrton Senna,51,1988 Formula One season
1987 Japanese Grand Prix,Gerhard Berger,Japanese Grand Prix,Alain Prost,51,1987 Formula One season
1991 Japanese Grand Prix,Gerhard Berger,Japanese Grand Prix,Ayrton Senna,53,1991 Formula One season
