col0,col1,col2,col3,col4,col5
Ardud,Ardud,township seat,129,Ardud,Romania
Azuga,Azuga,township seat,1058,Azuga,Romania
Adjud,Adjud,constituent locality,101,Adjud,Romania
Babadag,Babadag,constituent locality,61,Babadag,Romania
Alexandria,Alexandria,constituent locality,48,Alexandria,Romania
Avrig,Avrig,constituent locality,385,Avrig,Romania
Agnita,Agnita,constituent locality,464,Agnita,Romania
Ardud,Ardud,constituent locality,129,Ardud,Romania
Azuga,Azuga,constituent locality,1058,Azuga,Romania
Alexandria,Teleorman County,constituent locality,48,Alexandria,Romania
Baia Mare,Baia Mare,municipality seat of Romania,220,Baia Mare,Romania
Brad,Brad,municipality seat of Romania,272,Brad,Romania
Baia de Aramă,Baia de Aramă,township seat,278,Baia de Aramă,Romania
Baia Sprie,Baia Sprie,township seat,350,Baia Sprie,Romania
