col0,col1,col2,col3,col4,col5
Fannin Battleground State Historic Site,Goliad County,United States of America,place listed on the National Register of Historic Places,Texas State Historic Site,Battle of Coleto
Monmouth Battlefield State Park,Freehold Township,United States of America,National Historic Landmark,New Jersey state park,Battle of Monmouth Courthouse
Steptoe Battlefield State Park,Rosalia,United States of America,place listed on the National Register of Historic Places,Washington state park,Battle of Pine Creek
Olustee Battlefield Historic State Park,Baker County,United States of America,place listed on the National Register of Historic Places,Florida state park,Battle of Olustee
Poison Springs Battleground State Park,Ouachita County,United States of America,NRHP contributing property,Arkansas state park,Battle of Poison Spring
Marks’ Mills Battleground State Park,Cleveland County,United States of America,NRHP contributing property,Arkansas state park,Battle of Marks' Mills
Jenkins' Ferry Battleground State Park,Grant County,United States of America,NRHP contributing property,Arkansas state park,Battle of Jenkins' Ferry
Picacho Pass Stage Station,Pinal County,United States of America,place listed on the National Register of Historic Places,stage station,Battle of Picacho Pass
Steele Narrows Provincial Park,"Loon Lake No. 561, Saskatchewan",Canada,national historic site of Canada,provincial park in Saskatchewan,Battle of Loon Lake
Battle of the Windmill National Historic Site,Edwardsburgh/Cardinal,Canada,national historic site of Canada,National Historic Site Administered by Parks Canada,Battle of the Windmill
Monmouth Battlefield State Park,Freehold Township,United States of America,National Historic Landmark,historic district,Battle of Monmouth Courthouse
Pecatonica Battlefield,Lafayette County,United States of America,place listed on the National Register of Historic Places,battlefield,Battle of Horseshoe Bend
Chief Joseph Battleground of the Bear's Paw,Blaine County,United States of America,place listed on the National Register of Historic Places,battlefield,Battle of Bear Paw
