col0,col1,col2,col3,col4
Ohio County,Wheeling,county of West Virginia,43727,2.9
Clay County,Clay,county of West Virginia,9244,0.5
Taylor County,Grafton,county of West Virginia,16973,1.7
Tyler County,Middlebourne,county of West Virginia,8995,1.7
Mineral County,Keyser,county of West Virginia,27704,0.4
Hancock County,New Cumberland,county of West Virginia,30291,6.1
Jackson County,Ripley,county of West Virginia,29178,1.5
Harrison County,Clarksburg,county of West Virginia,68972,0.1
Marion County,Fairmont,county of West Virginia,56868,0.9
Gilmer County,Glenville,county of West Virginia,8672,0.5
Marshall County,Moundsville,county of West Virginia,32459,2.2
Fayette County,Fayetteville,county of West Virginia,45599,1
Wetzel County,New Martinsville,county of West Virginia,16204,0.9
Wyoming County,Pineville,county of West Virginia,23019,0.5
Ritchie County,Harrisville,county of West Virginia,10073,0.4
