col0,col1,col2,col3
The Raven,1845-01-29,"Once upon a midnight dreary, while I pondered, weak and weary,",United States of America
The white-hot flame,2002-12-21,The white-hot flame of my love for you,Japan
The Queen of Hearts,1782-04-01,"The queen of hearts,",Great Britain
Annabel Lee,1849-10-09,"It was many and many a year ago,",United States of America
A Border Song,1860-01-14,To horse! For who would idly bide,United Kingdom of Great Britain and Ireland
Fair Drinking,1860-01-07,There's an old Pope-ish legend going,England
Time has passed,2002-12-21,Time has passed swiftly,Japan
To meet nevermore,2002-12-21,To meet nevermore.,Japan
"I'll Never Forget That, Ma'am!",1860-02-18,They say the men are faithless all,United Kingdom of Great Britain and Ireland
The Mistake,1860-02-11,Miss Marion Gray was an old maid confest,United Kingdom of Great Britain and Ireland
"Wynken, Blynken, and Nod",1889-03-09,"Wynken, Blynken, and Nod one night",United States of America
A Modern Idyll,1863-09-12,No more upon our meads fond shepherds languish,United Kingdom of Great Britain and Ireland
