col0,col1,col2,col3,col4,col5
Catalan regional election 2015 in Borrassà,466,464,Borrassà,election to the Parliament of Catalonia,Catalan regional election 2015 in Alt Empordà
Catalan regional election 2015 in Bordils,956,951,Bordils,election to the Parliament of Catalonia,Catalan regional election 2015 in Gironès
Catalan regional election 2015 in Bolvir,225,222,Bolvir,election to the Parliament of Catalonia,Catalan regional election 2015 in Cerdanya
Catalan regional election 2015 in Blanes,20267,20113,Blanes,election to the Parliament of Catalonia,Catalan regional election 2015 in Selva
Catalan regional election 2015 in la Bisbal d'Empordà,5362,5340,La Bisbal d'Empordà,election to the Parliament of Catalonia,Catalan regional election 2015 in Baix Empordà
Catalan regional election 2015 in Beuda,114,114,Beuda,election to the Parliament of Catalonia,Catalan regional election 2015 in Garrotxa
Catalan regional election 2015 in Bescanó,3058,3026,Bescanó,election to the Parliament of Catalonia,Catalan regional election 2015 in Gironès
Catalan regional election 2015 in Besalú,1507,1498,Besalú,election to the Parliament of Catalonia,Catalan regional election 2015 in Garrotxa
Catalan regional election 2015 in Bellcaire d'Empordà,418,416,Bellcaire d'Empordà,election to the Parliament of Catalonia,Catalan regional election 2015 in Baix Empordà
Catalan regional election 2015 in Bàscara,610,606,Bàscara,election to the Parliament of Catalonia,Catalan regional election 2015 in Alt Empordà
Catalan regional election 2015 in Banyoles,10190,10146,Banyoles,election to the Parliament of Catalonia,Catalan regional election 2015 in Pla de l'Estany
Catalan regional election 2015 in la Vajol,56,56,La Vajol,election to the Parliament of Catalonia,Catalan regional election 2015 in Alt Empordà
Catalan regional election 2015 in Begur,2206,2197,Begur,election to the Parliament of Catalonia,Catalan regional election 2015 in Baix Empordà
Catalan regional election 2015 in l'Armentera,563,561,L'Armentera,election to the Parliament of Catalonia,Catalan regional election 2015 in Alt Empordà
