col0,col1,col2,col3
Himmelswiese,Austria,meadow,Liesing
North Roe Meadow,United Kingdom,meadow,Shetland Islands
"Waldwiese und Baumgruppe, Plüderhausen",Germany,meadow,Plüderhausen
Summit Meadow,United States of America,meadow,Mariposa County
Crescent Meadow,United States of America,meadow,Sequoia National Park
Jägerwiese,Austria,meadow,Liesing
Sterndlwiese,Austria,meadow,Liesing
Gemeindewiese,Austria,meadow,Liesing
Eichwiese,Austria,meadow,Liesing
Auerwiese,Austria,meadow,Liesing
Poa pratensis field near Hîrcești,Moldova,meadow,Ungheni District
