col0,col1,col2,col3
Madonna dei Lumi,baroque architecture,Virgin Mary,church building
Santi Stefano e Niccolao,Romanesque architecture,Stephen,church building
San Lorenzo in Panisperna,Renaissance architecture,Lawrence of Rome,real property
Lateran Baptistery,paleochristian architecture,John the Baptist,real property
Santi Pietro e Paolo d'Agrò,Norman-Arab-Byzantine culture,Feast of Saints Peter and Paul,real property
Santa Croce e San Bonaventura alla Pilotta,baroque architecture,True Cross,real property
"San Francesco, Viterbo",Romanesque architecture,Francis of Assisi,real property
San Michele in Foro,Romanesque architecture,Michael the Archangel,real property
Sant'Eligio dei Ferrari,baroque architecture,Saint Eligius,real property
Santa Maria in Aquiro,Renaissance architecture,Virgin Mary,real property
Oratory of San Francesco Saverio del Caravita,Baroque,Francis Xavier,real property
Arian Baptistry,Byzantine architecture,Arianism,real property
