col0,col1,col2,col3,col4,col5,col6
2004 World Team Table Tennis Championships,2005 World Table Tennis Championships,International Table Tennis Federation,table tennis,2003 World Table Tennis Championships,2004-01-01,World Table Tennis Championships
1997 World Table Tennis Championships,1999 World Table Tennis Championships,International Table Tennis Federation,table tennis,1995 World Table Tennis Championships,1997-01-01,World Table Tennis Championships
1936 World Table Tennis Championships,1937 World Table Tennis Championships,International Table Tennis Federation,table tennis,1935 World Table Tennis Championships,1936-01-01,World Table Tennis Championships
2012 World Team Table Tennis Championships,2013 World Table Tennis Championships,International Table Tennis Federation,table tennis,2011 World Table Tennis Championships,2012-01-01,World Table Tennis Championships
1977 World Table Tennis Championships,1979 World Table Tennis Championships,International Table Tennis Federation,table tennis,1975 World Table Tennis Championships,1977-01-01,World Table Tennis Championships
2006 World Team Table Tennis Championships,2007 World Table Tennis Championships,International Table Tennis Federation,table tennis,2005 World Table Tennis Championships,2006-01-01,World Table Tennis Championships
1987 World Table Tennis Championships,1989 World Table Tennis Championships,International Table Tennis Federation,table tennis,1985 World Table Tennis Championships,1987-01-01,World Table Tennis Championships
1993 World Table Tennis Championships,1995 World Table Tennis Championships,International Table Tennis Federation,table tennis,1991 World Table Tennis Championships,1993-01-01,World Table Tennis Championships
1975 World Table Tennis Championships,1977 World Table Tennis Championships,International Table Tennis Federation,table tennis,1973 World Table Tennis Championships,1975-01-01,World Table Tennis Championships
2010 World Team Table Tennis Championships,2011 World Table Tennis Championships,International Table Tennis Federation,table tennis,2009 World Table Tennis Championships,2010-01-01,World Table Tennis Championships
2019 World Table Tennis Championships,2020 World Team Table Tennis Championships,International Table Tennis Federation,table tennis,2018 World Team Table Tennis Championships,2019-01-01,sports season
2000 World Team Table Tennis Championships,2001 World Table Tennis Championships,International Table Tennis Federation,table tennis,1999 World Table Tennis Championships,2000-01-01,sports season
1983 World Table Tennis Championships,1985 World Table Tennis Championships,International Table Tennis Federation,table tennis,1981 World Table Tennis Championships,1983-01-01,sports season
